file,frame,distance_safe,sitting
60cm.h5,962,False,True
60cm.h5,963,False,True
60cm.h5,964,False,True
60cm.h5,965,False,True
60cm.h5,966,True,True
60cm.h5,967,True,True
60cm.h5,968,True,True
60cm.h5,969,True,True
60cm.h5,970,True,True
60cm.h5,971,True,True
60cm.h5,972,True,True
60cm.h5,973,True,True
60cm.h5,974,True,True
60cm.h5,975,True,True
60cm.h5,976,True,True
60cm.h5,977,True,True
60cm.h5,978,False,True
60cm.h5,979,True,True
60cm.h5,980,True,True
60cm.h5,981,True,True
60cm.h5,982,True,True
60cm.h5,983,True,True
60cm.h5,984,True,True
60cm.h5,985,True,True
60cm.h5,986,True,True
60cm.h5,987,True,True
60cm.h5,988,True,True
60cm.h5,989,True,True
60cm.h5,990,True,True
60cm.h5,991,True,True
60cm.h5,992,True,True
60cm.h5,993,True,True
60cm.h5,994,True,True
60cm.h5,995,True,True
60cm.h5,996,True,True
60cm.h5,997,True,True
60cm.h5,998,True,True
60cm.h5,999,True,True
60cm.h5,1000,True,True
60cm.h5,1001,True,True
60cm.h5,1002,True,True
60cm.h5,1003,True,True
60cm.h5,1004,True,True
60cm.h5,1005,True,True
60cm.h5,1006,False,True
60cm.h5,1007,False,True
60cm.h5,1008,False,True
60cm.h5,1009,False,True
60cm.h5,1010,False,True
60cm.h5,1011,False,True
60cm.h5,1012,True,True
60cm.h5,1013,True,True
60cm.h5,1014,True,True
60cm.h5,1015,True,True
60cm.h5,1016,True,True
60cm.h5,1017,True,True
60cm.h5,1018,True,True
60cm.h5,1019,True,True
60cm.h5,1020,True,True
60cm.h5,1021,True,True
60cm.h5,1022,True,True
60cm.h5,1023,True,True
60cm.h5,1024,True,True
60cm.h5,1025,True,True
60cm.h5,1026,True,True
60cm.h5,1027,True,True
60cm.h5,1028,True,True
60cm.h5,1029,True,True
60cm.h5,1030,True,True
60cm.h5,1031,True,True
60cm.h5,1032,True,True
60cm.h5,1033,True,True
60cm.h5,1034,True,True
60cm.h5,1035,True,True
60cm.h5,1036,True,True
60cm.h5,1037,True,True
60cm.h5,1038,True,True
60cm.h5,1039,True,True
60cm.h5,1040,True,False
60cm.h5,1041,True,True
60cm.h5,1042,True,False
60cm.h5,1043,True,False
60cm.h5,1044,True,True
60cm.h5,1045,True,True
60cm.h5,1046,True,True
60cm.h5,1047,True,True
60cm.h5,1048,True,True
60cm.h5,1049,True,True
60cm.h5,1050,True,True
60cm.h5,1051,True,True
60cm.h5,1052,True,True
60cm.h5,1053,True,True
60cm.h5,1054,True,True
60cm.h5,1055,True,True
60cm.h5,1056,True,True
60cm.h5,1057,True,True
60cm.h5,1058,True,True
60cm.h5,1059,True,True
60cm.h5,1060,True,True
60cm.h5,1061,True,True
60cm.h5,1062,True,True
60cm.h5,1063,True,True
